Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	
* 1	2021-01-13 11:09:19	1		0.157821	4	-0.134959	
* 2	2021-01-13 11:10:44	2		0	4	0	
* 3	2021-01-13 11:12:59	1		2.53575	2	-1.16723	
* 4	2021-01-13 11:14:25	2		0.93599	2	-0.368486	
* 5	2021-01-13 11:16:48	1		0.431921	3	-0.154925	
* 6	2021-01-13 11:18:14	2		0.536692	3	-0.236753	
* 7	2021-01-13 11:20:46	1		0.746549	1	-0.519864	
* 8	2021-01-13 11:22:11	2		1.0068	1	-0.532284	
* 9	2021-01-13 11:24:30	1		0.596577	6	-0.201904	
* 10	2021-01-13 11:25:56	2		0.753582	6	-0.680061	
* 11	2021-01-13 11:28:03	1		0.69896	7	-0.502005	
* 12	2021-01-13 11:29:29	2		0.854786	7	-0.516747	
* 13	2021-01-13 11:31:43	1		1.13445	8	-1.0076	
* 14	2021-01-13 11:33:09	2		1.02553	8	-0.988127	
* 15	2021-01-13 11:35:26	1		0.753327	5	-0.584039	
* 16	2021-01-13 11:36:51	2		1.12513	5	-0.71607	
* 17	2021-01-13 11:39:23	1		1.24557	10	-0.468061	
* 18	2021-01-13 11:40:49	2		0.712113	10	-0.17502	
* 19	2021-01-13 11:43:18	1		0.643295	9	-0.455368	
* 20	2021-01-13 11:44:44	2		0.94307	9	-0.342877	
* 21	2021-01-13 11:46:55	1		1.35158	12	-0.283188	
* 22	2021-01-13 11:48:21	2		1.13774	12	-0.200099	
* 23	2021-01-13 11:50:31	1		0.382808	11	-0.1796	
* 24	2021-01-13 11:51:56	2		0.435292	11	-0.539748	
* 25	2021-01-13 11:56:02	1		0	13	0	
* 26	2021-01-13 11:57:28	2		1.59764	13	-0.499782	
* 27	2021-01-13 12:00:14	1		1.08291	15	-0.366416	
* 28	2021-01-13 12:01:39	2		0	15	0	
* 29	2021-01-13 12:03:57	1		2.32787	14	-0.472689	
* 30	2021-01-13 12:05:22	2		1.3424	14	-0.384149	
* 31	2021-01-13 12:08:26	1		1.21647	16	-0.230454	
* 32	2021-01-13 12:09:52	2		0.940877	16	0.937244	
