Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	
* 74	2021-03-25 15:07:48	2		2.6104	9	-0.181193	
* 75	2021-03-25 15:10:08	1		1.57027	10	-0.0417267	
* 76	2021-03-25 15:11:34	2		2.2349	10	-0.0963041	
* 77	2021-03-25 15:14:35	1		5.76767	5	-1.20392	
* 78	2021-03-25 15:16:00	2		9.95697	5	-1.97856	
* 79	2021-03-25 15:18:07	1		2.83983	8	-0.874314	
* 80	2021-03-25 15:19:33	2		0	8	0	
* 81	2021-03-25 15:22:16	1		1.52905	7	-0.207744	
* 82	2021-03-25 15:23:41	2		2.43462	7	-0.505771	
* 83	2021-03-25 15:25:34	1		1.81806	6	-0.119124	
* 84	2021-03-25 15:26:59	2		2.63485	6	-0.229496	
* 85	2021-03-25 15:29:47	1		4.54576	4	-0.328603	
* 86	2021-03-25 15:31:12	2		3.6865	4	-0.34591	
* 87	2021-03-25 15:33:20	1		3.21887	2	-0.282431	
* 88	2021-03-25 15:34:45	2		5.33811	2	-0.51654	
* 89	2021-03-25 15:36:53	1		1.68671	3	-0.138169	
* 90	2021-03-25 15:38:18	2		2.81136	3	-0.239972	
* 91	2021-03-25 15:40:35	1		0	1	0	
* 92	2021-03-25 15:42:00	2		4.21628	1	-0.952578	
