Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	
* 1	2020-12-30 09:03:13	1		1.39076	4	-0.667734	
* 2	2020-12-30 09:04:33	2		0.867934	4	-0.461173	
* 3	2020-12-30 09:06:26	1		2.02055	2	-0.464181	
* 4	2020-12-30 09:07:46	2		1.14451	2	-0.368919	
* 5	2020-12-30 09:09:26	1		0.69382	3	-0.177726	
* 6	2020-12-30 09:10:47	2		1.15779	3	-0.151889	
* 7	2020-12-30 09:12:34	1		1.98419	1	-0.706187	
* 8	2020-12-30 09:14:00	2		0.848934	1	-0.493184	
* 9	2020-12-30 09:15:46	1		1.39658	5	-0.941618	
* 10	2020-12-30 09:17:11	2		0	5	0	
* 11	2020-12-30 09:18:46	1		1.61609	6	-0.387118	
* 12	2020-12-30 09:20:12	2		1.53226	6	-0.314122	
* 13	2020-12-30 09:21:44	1		1.06125	7	-0.443629	
* 14	2020-12-30 09:23:04	2		0.97508	7	-0.442278	
* 15	2020-12-30 09:24:51	1		1.62329	8	-1.08186	
* 16	2020-12-30 09:26:17	2		0	8	0	
* 17	2020-12-30 09:28:00	1		0	11	0	
* 18	2020-12-30 09:29:25	2		0.573935	11	-0.205216	
* 19	2020-12-30 09:31:02	1		1.25337	9	-0.29767	
* 20	2020-12-30 09:32:28	2		1.18908	9	-0.221733	
* 21	2020-12-30 09:34:12	1		1.17305	12	-0.204068	
* 22	2020-12-30 09:35:38	2		1.01888	12	-0.163228	
* 23	2020-12-30 09:37:12	1		2.81775	10	-0.249455	
* 24	2020-12-30 09:38:38	2		0.972397	10	-0.0953778	
* 25	2020-12-30 09:40:36	1		2.59352	13	-1.54102	
* 26	2020-12-30 09:41:57	2		2.11206	13	-0.583962	
* 27	2020-12-30 09:43:47	1		0.84434	14	-0.452633	
* 28	2020-12-30 09:45:12	2		1.95242	14	-0.397972	
* 29	2020-12-30 09:46:52	1		2.69624	15	-0.460986	
* 30	2020-12-30 09:48:18	2		1.49444	15	-0.366973	
* 31	2020-12-30 09:50:21	1		1.48178	16	-0.174519	
* 32	2020-12-30 09:51:42	2		1.57345	16	-0.192962	
* 33	2020-12-30 09:54:39	1		2.43284	17	-0.532074	
* 34	2020-12-30 09:55:58	2		0	17	0	
* 35	2020-12-30 09:57:46	1		1.98923	18	-0.358495	
* 36	2020-12-30 09:59:05	2		1.50325	18	-0.380094	
* 37	2020-12-30 10:00:43	1		0.777034	19	-0.186921	
* 38	2020-12-30 10:02:03	2		0.681784	19	-0.127235	
* 39	2020-12-30 10:03:37	1		2.6924	20	-0.314163	
* 40	2020-12-30 10:05:39	1		1.00619	24	-0.175506	
* 41	2020-12-30 10:07:00	2		0.802613	24	-0.134617	
* 42	2020-12-30 10:08:33	1		0	21	0	
* 43	2020-12-30 10:09:53	2		1.18486	21	-0.466165	
* 44	2020-12-30 10:11:34	1		0	22	0	
* 45	2020-12-30 10:12:54	2		0.762253	22	-0.405815	
* 46	2020-12-30 10:14:27	1		1.29291	23	-0.194667	
* 47	2020-12-30 10:15:53	2		1.22473	23	-0.343485	
* 48	2020-12-30 10:17:41	1		1.09995	25	-0.180161	
* 49	2020-12-30 10:19:06	2		0.886991	25	-0.151252	
* 50	2020-12-30 10:20:51	1		3.16105	28	-0.197748	
* 51	2020-12-30 10:22:17	2		0	28	0	
* 52	2020-12-30 10:23:52	1		1.05473	26	-0.108185	
* 53	2020-12-30 10:25:18	2		0	26	0	
* 54	2020-12-30 10:26:54	1		1.19741	27	-0.0992043	
* 55	2020-12-30 10:28:20	2		1.1106	27	-0.0619044	
* 56	2020-12-30 10:30:13	1		1.44743	30	-0.158869	
* 57	2020-12-30 10:31:39	2		1.06407	30	-0.115148	
* 58	2020-12-30 10:33:21	1		1.99074	31	-0.177928	
* 59	2020-12-30 10:34:47	2		1.21825	31	-0.0832028	
* 60	2020-12-30 10:36:38	1		2.9239	29	-0.489199	
* 61	2020-12-30 10:38:04	2		1.98157	29	-0.225198	
* 62	2020-12-30 10:39:38	1		1.3548	32	-0.124138	
* 63	2020-12-30 10:41:05	2		0.769448	32	-0.139552	
* 64	2020-12-30 11:18:36	1		1.84981	36	-3.17822	
* 65	2020-12-30 11:20:02	2		0.940675	36	-0.116788	
* 66	2020-12-30 11:22:35	1		0.937929	35	-0.0785516	
* 67	2020-12-30 11:24:00	2		0.947771	35	-0.134586	
* 68	2020-12-30 11:26:13	1		0	34	0	
* 69	2020-12-30 11:27:39	2		1.33916	34	-0.224266	
* 70	2020-12-30 11:29:53	1		0.909053	33	-0.142926	
* 71	2020-12-30 11:31:19	2		0.960434	33	-0.131541	
* 72	2020-12-30 11:33:47	1		1.30163	37	-0.182126	
* 73	2020-12-30 11:35:13	2		1.29085	37	-0.193376	
* 74	2020-12-30 11:37:13	1		2.38705	39	-0.248913	
* 75	2020-12-30 11:38:39	2		0	39	0	
* 76	2020-12-30 11:41:03	1		1.65315	40	-0.197597	
* 77	2020-12-30 11:42:28	2		0	40	0	
* 78	2020-12-30 11:44:20	1		1.16132	38	-0.178377	
* 79	2020-12-30 11:45:46	2		1.10098	38	-0.18846	
* 80	2020-12-30 11:48:12	1		2.0823	43	-0.754617	
* 81	2020-12-30 11:49:38	2		1.12001	43	-0.182273	
* 82	2020-12-30 11:51:49	1		1.07979	42	-0.286494	
* 83	2020-12-30 11:53:15	2		0.968899	42	-0.305795	
* 84	2020-12-30 11:55:47	1		1.91368	44	-0.786843	
* 85	2020-12-30 11:57:13	2		0.844851	44	-0.162119	
* 86	2020-12-30 11:59:26	1		1.27715	41	-0.244407	
* 87	2020-12-30 12:00:52	2		1.23283	41	-0.292819	
* 88	2020-12-30 12:03:27	1		0.450627	45	-0.177719	
* 89	2020-12-30 12:04:53	2		0.744352	45	-0.0949593	
* 90	2020-12-30 12:07:57	1		0.833149	46	-0.205271	
* 91	2020-12-30 12:09:23	2		0.539937	46	-0.134389	
* 92	2020-12-30 12:11:44	1		0.91433	48	-0.186399	
* 93	2020-12-30 12:13:10	2		0.762607	48	-1.71299	
* 94	2020-12-30 12:15:30	1		0.422563	47	-0.122364	
* 95	2020-12-30 12:16:57	2		0.467526	47	-0.152417	
