Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	
* 52	2021-02-26 10:33:14	2		1.75842	26	-0.159697	
* 53	2021-02-26 10:35:34	1		0.648406	25	-0.0714493	
* 54	2021-02-26 10:37:00	2		0.910087	25	-0.162157	
* 55	2021-02-26 10:39:29	1		0	27	0	
* 56	2021-02-26 10:40:55	2		2.97102	27	-0.206379	
* 57	2021-02-26 10:43:18	1		0.678428	30	-0.0663157	
* 58	2021-02-26 10:44:43	2		0.873084	30	-0.0824964	
* 59	2021-02-26 10:47:12	1		1.13418	29	-0.226755	
* 60	2021-02-26 10:48:38	2		1.22467	29	-0.11134	
* 61	2021-02-26 10:50:57	1		1.62974	31	-0.104279	
* 62	2021-02-26 10:52:23	2		0.867369	31	-0.180624	
* 63	2021-02-26 10:54:37	1		0.487424	32	-0.084525	
* 64	2021-02-26 10:56:03	2		0.769476	32	-0.113316	
* 65	2021-02-26 10:58:58	1		0	36	0	
* 66	2021-02-26 11:00:24	2		0.906916	36	-0.153721	
* 67	2021-02-26 11:02:25	1		0	34	0	
* 68	2021-02-26 11:03:50	2		3.28464	34	-0.246501	
* 69	2021-02-26 11:05:40	1		1.44361	35	-0.103667	
* 70	2021-02-26 11:07:06	2		1.44226	35	-0.0907149	
* 71	2021-02-26 11:09:13	1		1.22111	33	-0.118722	
* 72	2021-02-26 11:10:38	2		1.37158	33	-0.113394	
* 73	2021-02-26 11:14:08	1		1.81831	37	-0.234674	
* 74	2021-02-26 11:15:34	2		1.32421	37	-0.145713	
* 75	2021-02-26 11:17:55	1		1.07312	39	-0.085883	
* 76	2021-02-26 11:19:21	2		1.22671	39	-0.131897	
* 77	2021-02-26 11:22:04	1		0.500776	38	-0.0784722	
* 78	2021-02-26 11:23:29	2		0.860858	38	-0.0526767	
* 79	2021-02-26 11:25:28	1		0.503392	40	-0.0736612	
* 80	2021-02-26 11:26:53	2		0.505263	40	-0.0692866	
* 81	2021-02-26 11:30:24	1		1.51375	43	-0.129104	
* 82	2021-02-26 11:31:49	2		1.78538	43	-0.226508	
* 83	2021-02-26 11:34:39	1		0.716549	42	-0.239764	
* 84	2021-02-26 11:36:05	2		0.80962	42	-0.306953	
* 85	2021-02-26 11:38:45	1		1.09026	41	-0.239001	
* 86	2021-02-26 11:40:12	2		1.62009	41	-0.28893	
* 87	2021-02-26 11:42:51	1		0.582465	45	-0.0726578	
* 88	2021-02-26 11:44:17	2		0.674979	45	-0.120492	
* 89	2021-02-26 11:46:50	1		0.911487	46	-0.283732	
* 90	2021-02-26 11:48:15	2		1.45149	46	-0.375656	
* 91	2021-02-26 11:50:11	1		0.511463	47	-0.116046	
* 92	2021-02-26 11:51:37	2		0.60517	47	-0.137974	
* 93	2021-02-26 11:53:45	1		3.85414	48	-0.794325	
* 94	2021-02-26 11:55:10	2		0	48	0	
