Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	
* 81	2021-05-10 12:57:16	1		8.539	43	-0.634756	
* 82	2021-05-10 12:58:41	2		8.89447	43	-0.695357	
* 83	2021-05-10 13:00:46	1		5.80253	42	-0.647182	
* 84	2021-05-10 13:02:11	2		7.76401	42	-0.865594	
* 85	2021-05-10 13:04:00	1		2.7129	44	-0.159899	
* 86	2021-05-10 13:05:25	2		3.19437	44	-0.192949	
* 87	2021-05-10 13:08:05	1		3.92032	41	-0.345301	
* 88	2021-05-10 13:09:30	2		5.28591	41	-0.547151	
* 89	2021-05-10 13:12:07	1		4.76349	45	-0.183405	
* 90	2021-05-10 13:13:32	2		4.33671	45	-0.152183	
* 91	2021-05-10 13:15:36	1		8.07891	46	-0.677154	
* 92	2021-05-10 13:17:01	2		8.76059	46	-0.746975	
* 93	2021-05-10 13:19:07	1		2.68379	48	-0.145513	
* 94	2021-05-10 13:20:32	2		2.13456	48	-0.175943	
* 95	2021-05-10 13:22:24	1		5.71289	47	-0.286109	
* 96	2021-05-10 13:23:49	2		4.65256	47	-0.284189	
