Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	
* 84	2021-04-06 11:46:32	2		2.20008	42	-0.322514	
* 85	2021-04-06 11:49:06	1		2.58096	41	-0.330578	
* 86	2021-04-06 11:50:32	2		0	41	0	
* 87	2021-04-06 11:53:27	1		1.41153	45	-0.204918	
* 88	2021-04-06 11:54:52	2		1.32682	45	-0.108339	
* 89	2021-04-06 11:57:27	1		4.60385	46	-0.652145	
* 90	2021-04-06 11:58:52	2		0	46	0	
* 91	2021-04-06 12:01:03	1		1.75784	48	-5.24665	
* 92	2021-04-06 12:02:28	2		1.82847	48	-0.328133	
* 93	2021-04-06 12:05:08	1		1.31189	47	-0.162509	
* 94	2021-04-06 12:06:34	2		1.60909	47	-0.248424	
