Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	
* 42	2021-04-30 11:32:53	2		10.0277	21	-1.30694	
* 43	2021-04-30 11:35:58	1		5.43445	24	-0.452817	
* 44	2021-04-30 11:37:23	2		7.2332	24	-0.539076	
* 45	2021-04-30 11:39:19	1		0	23	0	
* 46	2021-04-30 11:40:44	2		8.63996	23	-0.667406	
* 47	2021-04-30 11:42:50	1		4.65558	22	-0.263301	
* 48	2021-04-30 11:44:15	2		6.34758	22	-0.368651	
* 49	2021-04-30 11:47:32	1		12.555	26	-0.516063	
* 50	2021-04-30 11:48:58	2		16.4295	26	-0.958022	
* 51	2021-04-30 11:50:56	1		32.7804	28	-1.506	
* 52	2021-04-30 11:52:21	2		57.8266	28	-2.65838	
* 53	2021-04-30 11:54:45	1		5.11261	25	-0.356982	
* 54	2021-04-30 11:56:10	2		6.98451	25	-0.393693	
* 55	2021-04-30 11:58:56	1		4.71806	27	-0.189688	
* 56	2021-04-30 12:00:21	2		7.85267	27	-0.279632	
* 57	2021-04-30 12:02:35	1		12.7684	29	-0.595646	
* 58	2021-04-30 12:04:00	2		16.1175	29	-0.723795	
* 59	2021-04-30 12:05:59	1		10.1615	30	-0.476106	
* 60	2021-04-30 12:07:24	2		14.5381	30	-0.653941	
* 61	2021-04-30 12:09:12	1		5.01569	31	-0.27839	
* 62	2021-04-30 12:10:37	2		5.98209	31	-0.320405	
* 63	2021-04-30 12:12:48	1		6.15483	32	-0.473835	
* 64	2021-04-30 12:14:13	2		8.23341	32	-0.575374	
* 65	2021-04-30 12:16:21	1		12.5393	36	-0.794584	
* 66	2021-04-30 12:17:46	2		8.22535	36	-0.765978	
* 67	2021-04-30 12:19:36	1		15.2313	34	-0.676179	
* 68	2021-04-30 12:21:02	2		16.4303	34	-0.697015	
* 69	2021-04-30 12:22:51	1		6.25286	35	-0.149321	
* 70	2021-04-30 12:24:16	2		6.98017	35	-0.209355	
* 71	2021-04-30 12:26:20	1		5.86888	33	-0.3496	
* 72	2021-04-30 12:27:45	2		8.37103	33	-0.490375	
* 73	2021-04-30 12:30:18	1		0	37	0	
* 74	2021-04-30 12:31:44	2		8.96661	37	-0.49045	
* 75	2021-04-30 12:33:38	1		13.6816	39	-0.951606	
* 76	2021-04-30 12:35:03	2		0	39	0	
* 77	2021-04-30 12:37:04	1		3.81743	38	-0.399182	
* 78	2021-04-30 12:38:29	2		5.40434	38	-0.40247	
* 79	2021-04-30 12:40:18	1		4.01135	40	-0.34944	
* 80	2021-04-30 12:41:43	2		0	40	0	
* 81	2021-04-30 12:44:03	1		8.97892	43	-0.756533	
* 82	2021-04-30 12:45:29	2		9.14818	43	-0.770819	
* 83	2021-04-30 12:47:14	1		3.31767	44	-0.252518	
* 84	2021-04-30 12:48:40	2		3.88345	44	-0.336444	
* 85	2021-04-30 12:50:53	1		4.08148	41	-0.391543	
* 86	2021-04-30 12:52:18	2		4.85311	41	-2.27534	
* 87	2021-04-30 12:54:36	1		3.35384	45	-0.228708	
* 88	2021-04-30 12:56:01	2		0	45	0	
* 89	2021-04-30 12:58:13	1		6.57208	46	-0.724703	
* 90	2021-04-30 12:59:38	2		7.55436	46	-1.30344	
* 91	2021-04-30 13:02:16	1		0	48	0	
* 92	2021-04-30 13:03:40	2		0	48	0	
* 93	2021-04-30 13:05:30	1		2.99159	47	-0.308077	
* 94	2021-04-30 13:06:56	2		0	47	0	
