Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	
* 76	2020-10-15 11:41:16	2		2.59972	38	-0.127387	
* 77	2020-10-15 11:43:30	1		2.15612	40	-0.133694	
* 78	2020-10-15 11:44:55	2		1.98898	40	-0.12599	
* 79	2020-10-15 11:49:43	1		3.89961	43	-1.36281	
* 80	2020-10-15 11:51:08	2		2.13488	43	-0.0810555	
* 81	2020-10-15 11:53:36	1		4.3394	44	-0.110658	
* 82	2020-10-15 11:55:01	2		2.95323	44	-0.299835	
* 83	2020-10-15 11:57:11	1		6.6659	42	-0.534415	
* 84	2020-10-15 11:58:37	2		7.38271	42	-0.509874	
* 85	2020-10-15 12:01:26	1		5.07185	41	-0.349647	
* 86	2020-10-15 12:02:51	2		4.06895	41	-0.38565	
* 87	2020-10-15 12:05:28	1		2.99877	45	-0.101888	
* 88	2020-10-15 12:06:53	2		0	45	0	
* 89	2020-10-15 12:08:56	1		1.89212	46	-0.0974164	
* 90	2020-10-15 12:10:21	2		2.02262	46	-0.124525	
* 91	2020-10-15 12:12:52	1		1.89727	47	-0.127489	
* 92	2020-10-15 12:14:18	2		1.82207	47	-0.266332	
* 93	2020-10-15 12:16:21	1		1.93489	48	-0.162137	
* 94	2020-10-15 12:17:46	2		1.80128	48	-0.0643693	
