Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	
* 1	2021-03-08 10:45:53	1		0	4	0	
* 2	2021-03-08 10:47:18	2		1.68951	4	-1.0612	
* 3	2021-03-08 10:50:11	1		4.15774	2	-1.02448	
* 4	2021-03-08 10:51:36	2		5.241	2	-1.42733	
* 5	2021-03-08 10:54:16	1		1.23432	3	-0.38797	
* 6	2021-03-08 10:55:41	2		1.40891	3	-0.444984	
* 7	2021-03-08 11:05:07	1		0.832442	1	-0.668071	
* 8	2021-03-08 11:06:33	2		1.1077	1	-0.962758	
* 9	2021-03-08 11:19:06	1		2.05852	5	-1.27181	
* 10	2021-03-08 11:20:31	2		3.85068	5	-1.85259	
* 11	2021-03-08 11:22:53	1		0	8	0	
* 12	2021-03-08 11:24:19	2		1.62121	8	-1.49816	
* 13	2021-03-08 11:26:57	1		1.59376	6	-0.166044	
* 14	2021-03-08 11:28:22	2		1.90591	6	-0.460477	
* 15	2021-03-08 11:30:12	1		0	7	0	
* 16	2021-03-08 11:31:38	2		1.42218	7	-0.954337	
* 17	2021-03-08 11:34:48	1		2.51395	10	-0.305622	
* 18	2021-03-08 11:36:14	2		4.7756	10	-0.525744	
* 19	2021-03-08 11:38:50	1		1.08995	12	-0.251672	
* 20	2021-03-08 11:40:16	2		1.29016	12	-0.283108	
* 21	2021-03-08 11:42:11	1		0.865744	9	-0.206826	
* 22	2021-03-08 11:43:36	2		1.28016	9	-0.307856	
* 23	2021-03-08 11:45:57	1		0.384643	11	-0.112571	
* 24	2021-03-08 11:47:24	2		0.571007	11	-0.182171	
* 25	2021-03-08 11:50:44	1		1.19606	13	-0.77394	
* 26	2021-03-08 11:52:09	2		0	13	0	
* 27	2021-03-08 11:59:48	1		0.642967	15	-0.266596	
* 28	2021-03-08 12:01:13	2		1.37838	15	-0.432274	
* 29	2021-03-08 12:03:13	1		0.818977	14	-0.184775	
* 30	2021-03-08 12:04:38	2		2.01905	14	-0.465818	
* 31	2021-03-08 12:07:02	1		0.936767	16	-0.149318	
* 32	2021-03-08 12:08:28	2		0.986729	16	-0.133442	
* 33	2021-03-08 13:22:49	1		-2.09147	17a	-2.22427	
* 34	2021-03-08 13:24:14	2		0.201895	17a	-0.335563	
* 35	2021-03-08 13:27:35	1		1.67371	18	-0.551401	
* 36	2021-03-08 13:29:01	2		2.45393	18	-0.683499	
* 37	2021-03-08 13:31:38	1		0.460708	19	-0.0886468	
* 38	2021-03-08 13:33:03	2		0.730007	19	-0.152533	
* 39	2021-03-08 13:35:10	1		0	20	0	
* 40	2021-03-08 13:36:36	2		2.31662	20	-0.448448	
